Dataset,#TrainingRelease,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
OPENJPA,8,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,383,3,839,1145,0.9922279792746114,0.2506544502617801,0.6235457524468045,0.1894210865635215,
OPENJPA,9,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,0,0,1026,1679,NaN,0.0,0.5,0.0,
OPENJPA,10,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,0,0,3416,1855,NaN,0.0,0.5,0.0,
OPENJPA,11,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,119,77,2515,509,0.6071428571428571,0.18949044585987262,0.5798918278682079,0.21610366648055088,
OPENJPA,12,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,35,2,3045,669,0.9459459459459459,0.04971590909090909,0.5245297628815228,0.0771703401964148,
OPENJPA,13,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,59,4,3193,603,0.9365079365079365,0.0891238670694864,0.5439363470474113,0.13703030876857641,
OPENJPA,14,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,26,0,3133,633,1.0,0.03945371775417299,0.5197268588770865,0.0635583235670936,
OPENJPA,15,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,107,0,3186,536,1.0,0.16640746500777606,0.583203732503888,0.249366164523647,
OPENJPA,16,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,34,51,3617,171,0.4,0.16585365853658537,0.575974811820092,0.20996949426639222,
OPENJPA,17,RANDOM FOREST,SMOTE,NO,SENSITIVE THRESHOLD,0,11,3903,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,53,5,673,303,0.9137931034482759,0.14887640449438203,0.5707508866129727,0.17660685661099346,
OPENJPA,2,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,110,49,793,273,0.6918238993710691,0.28720626631853785,0.6145057459858723,0.27244188019684357,
OPENJPA,3,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,111,45,814,334,0.7115384615384616,0.24943820224719102,0.5985258531608482,0.2336120484319172,
OPENJPA,4,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,82,52,867,387,0.6119402985074627,0.17484008528784648,0.5591284213163933,0.14332069869192068,
OPENJPA,5,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,179,148,1438,414,0.5474006116207951,0.30185497470489037,0.6042692275794314,0.2426063389611207,
OPENJPA,6,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,120,39,1585,474,0.7547169811320755,0.20202020202020202,0.5890027118475394,0.2318482483179885,
OPENJPA,7,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,194,1181,766,1280,0.1410909090909091,0.13161465400271372,0.2625202186295027,-0.4788663269821211,
OPENJPA,8,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,1485,820,22,43,0.6442516268980477,0.9718586387434555,0.49899345238835485,-0.002539053883821279,
OPENJPA,9,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,488,139,887,1191,0.7783094098883573,0.29064919594997024,0.5775858065519832,0.12937556748552367,
OPENJPA,10,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,374,1186,2230,1481,0.23974358974358975,0.20161725067385444,0.4272137775617516,-0.15106136029506595,
OPENJPA,11,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,480,1971,621,148,0.19583843329253367,0.7643312101910829,0.5019572717622081,0.0018642688245217476,
OPENJPA,12,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,131,74,2973,573,0.6390243902439025,0.18607954545454544,0.5808966811617985,0.2224023628180408,
OPENJPA,13,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,158,248,2949,504,0.3891625615763547,0.23867069486404835,0.580548985217448,0.1902692844714147,
OPENJPA,14,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,68,26,3107,591,0.723404255319149,0.10318664643399089,0.5474439456236344,0.1434458338397735,
OPENJPA,15,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,122,126,3060,521,0.49193548387096775,0.18973561430793157,0.5750937958545308,0.19896718445402756,
OPENJPA,16,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,78,235,3433,127,0.24920127795527156,0.3804878048780488,0.6582100965502566,0.25340116854928246,
OPENJPA,17,NAIVE BAYES,SMOTE,NO,SENSITIVE THRESHOLD,0,127,3787,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,SMOTE,NO,SENSITIVE THRESHOLD,254,19,659,102,0.9304029304029304,0.7134831460674157,0.8427297736236784,0.7256332097980307,
OPENJPA,2,IBK,SMOTE,NO,SENSITIVE THRESHOLD,324,191,651,59,0.629126213592233,0.8459530026109661,0.8095560737520389,0.5659476160780089,
OPENJPA,3,IBK,SMOTE,NO,SENSITIVE THRESHOLD,399,9,850,46,0.9779411764705882,0.8966292134831461,0.9430759571490236,0.9042702004292624,
OPENJPA,4,IBK,SMOTE,NO,SENSITIVE THRESHOLD,453,109,810,16,0.806049822064057,0.9658848614072495,0.9236388398439948,0.8080480422006656,
OPENJPA,5,IBK,SMOTE,NO,SENSITIVE THRESHOLD,508,230,1356,85,0.6883468834688347,0.8566610455311973,0.8558210650102392,0.6610412640908729,
OPENJPA,6,IBK,SMOTE,NO,SENSITIVE THRESHOLD,574,62,1562,20,0.9025157232704403,0.9663299663299664,0.9640763132142443,0.9077975354004821,
OPENJPA,7,IBK,SMOTE,NO,SENSITIVE THRESHOLD,586,88,1859,888,0.8694362017804155,0.39755766621438265,0.6761799630506942,0.3772291935100001,
OPENJPA,8,IBK,SMOTE,NO,SENSITIVE THRESHOLD,1469,36,806,59,0.9760797342192691,0.9613874345549738,0.9593160450684608,0.9130335698531827,
OPENJPA,9,IBK,SMOTE,NO,SENSITIVE THRESHOLD,1004,201,825,675,0.833195020746888,0.5979749851101847,0.7010342761808233,0.36892482482562466,
OPENJPA,10,IBK,SMOTE,NO,SENSITIVE THRESHOLD,1572,2801,615,283,0.3594786187971644,0.8474393530997305,0.5137372409526756,0.020970542084001925,
OPENJPA,11,IBK,SMOTE,NO,SENSITIVE THRESHOLD,585,1416,1176,43,0.29235382308845576,0.9315286624203821,0.692616183062043,0.2107052877258605,
OPENJPA,12,IBK,SMOTE,NO,SENSITIVE THRESHOLD,635,207,2840,69,0.7541567695961995,0.9019886363636364,0.9170264809648835,0.7755990558165043,
OPENJPA,13,IBK,SMOTE,NO,SENSITIVE THRESHOLD,484,161,3036,178,0.7503875968992249,0.7311178247734139,0.840379056271599,0.6877602940330565,
OPENJPA,14,IBK,SMOTE,NO,SENSITIVE THRESHOLD,620,1172,1961,39,0.34598214285714285,0.9408194233687405,0.7833685370913285,0.3375808674016954,
OPENJPA,15,IBK,SMOTE,NO,SENSITIVE THRESHOLD,624,46,3140,19,0.9313432835820895,0.9704510108864697,0.9780064219529649,0.9402559905440826,
OPENJPA,16,IBK,SMOTE,NO,SENSITIVE THRESHOLD,184,453,3215,21,0.28885400313971743,0.8975609756097561,0.8870302151767429,0.3880447855525655,
OPENJPA,17,IBK,SMOTE,NO,SENSITIVE THRESHOLD,0,178,3736,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,10,0,678,346,1.0,0.028089887640449437,0.8210636869841901,0.03651797352177593,
OPENJPA,2,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,33,0,842,350,1.0,0.08616187989556136,0.8606714710095942,0.11474184530126659,
OPENJPA,3,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,51,0,859,394,1.0,0.1146067415730337,0.8916456292265634,0.14569151005829772,
OPENJPA,4,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,29,0,919,440,1.0,0.06183368869936034,0.8761771741324468,0.08027143678974483,
OPENJPA,5,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,53,0,1586,540,1.0,0.0893760539629005,0.7412886577111275,0.1250141287470924,
OPENJPA,6,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,58,0,1624,536,1.0,0.09764309764309764,0.9070575417558177,0.13678450689498936,
OPENJPA,7,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,66,1,1946,1408,0.9850746268656716,0.04477611940298507,0.3625310901717773,0.05006774406832943,
OPENJPA,8,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,209,3,839,1319,0.9858490566037735,0.13678010471204188,0.9000039640098991,0.09861769288661909,
OPENJPA,9,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,347,25,1001,1332,0.9327956989247311,0.20667063728409768,0.8821672837377674,0.1461098604975971,
OPENJPA,10,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,267,5,3411,1588,0.9816176470588235,0.14393530997304582,0.4669955718136311,0.17697916459401242,
OPENJPA,11,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,43,33,2559,585,0.5657894736842105,0.06847133757961783,0.7237832478178816,0.08356912330341729,
OPENJPA,12,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,35,0,3047,669,1.0,0.04971590909090909,0.8660178510159023,0.0783374205616538,
OPENJPA,13,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,51,2,3195,611,0.9622641509433962,0.0770392749244713,0.7628027881123447,0.12028428274612292,
OPENJPA,14,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,52,0,3133,607,1.0,0.07890743550834597,0.8999833869906091,0.12400478616032405,
OPENJPA,15,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,61,0,3186,582,1.0,0.09486780715396578,0.8923336838169323,0.14851614530198656,
OPENJPA,16,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,24,48,3620,181,0.3333333333333333,0.11707317073170732,0.8888847514429343,0.14989346315205357,
OPENJPA,17,RANDOM FOREST,SMOTE,NO,SENSITIVE LEARNING,0,16,3898,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,33,6,672,323,0.8461538461538461,0.09269662921348315,0.7191114812236916,0.1063305504620895,
OPENJPA,2,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,119,69,773,264,0.6329787234042553,0.31070496083550914,0.7972408104537871,0.26561793949955614,
OPENJPA,3,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,114,34,825,331,0.7702702702702703,0.25617977528089886,0.8307530313534159,0.2581115794199067,
OPENJPA,4,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,84,35,884,385,0.7058823529411765,0.1791044776119403,0.7896236986991051,0.17254535699381998,
OPENJPA,5,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,194,387,1199,399,0.33390705679862304,0.327150084317032,0.6456074335086305,0.08367004087572495,
OPENJPA,6,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,117,37,1587,477,0.7597402597402597,0.19696969696969696,0.852197570947571,0.22766565138688663,
OPENJPA,7,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,208,1147,800,1266,0.15350553505535056,0.14111261872455902,0.3194614893037265,-0.4524356515360601,
OPENJPA,8,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,1468,818,24,60,0.642169728783902,0.9607329842931938,0.8205714236858141,-0.01348942412783411,
OPENJPA,9,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,457,174,852,1222,0.7242472266244057,0.2721858248957713,0.7650375525207035,0.0855936529276559,
OPENJPA,10,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,632,2461,955,1223,0.20433236340122857,0.3407008086253369,0.3383808240277243,-0.3294896753211276,
OPENJPA,11,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,432,1741,851,196,0.19880349746893694,0.6878980891719745,0.5404005219391366,0.008393095505642935,
OPENJPA,12,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,133,79,2968,571,0.6273584905660378,0.18892045454545456,0.7738053170779008,0.22288058340929828,
OPENJPA,13,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,136,241,2956,526,0.36074270557029176,0.2054380664652568,0.7445870703935997,0.15682183529690594,
OPENJPA,14,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,69,30,3103,590,0.696969696969697,0.1047040971168437,0.8512084632385101,0.14316140727604362,
OPENJPA,15,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,129,104,3082,514,0.5536480686695279,0.2006220839813375,0.81368233299066,0.22531646066904426,
OPENJPA,16,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,77,223,3445,128,0.25666666666666665,0.375609756097561,0.8391341064446631,0.25830707662593816,
OPENJPA,17,NAIVE BAYES,SMOTE,NO,SENSITIVE LEARNING,0,175,3739,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,SMOTE,NO,SENSITIVE LEARNING,90,30,648,266,0.75,0.25280898876404495,0.5692593881541878,0.24752669984068618,
OPENJPA,2,IBK,SMOTE,NO,SENSITIVE LEARNING,145,88,754,238,0.6223175965665236,0.3785900783289817,0.6329887188901223,0.3068308448557772,
OPENJPA,3,IBK,SMOTE,NO,SENSITIVE LEARNING,118,10,849,327,0.921875,0.2651685393258427,0.593338216635492,0.30606753496128036,
OPENJPA,4,IBK,SMOTE,NO,SENSITIVE LEARNING,234,104,815,235,0.6923076923076923,0.4989339019189765,0.6188229534745053,0.41408491393050684,
OPENJPA,5,IBK,SMOTE,NO,SENSITIVE LEARNING,120,63,1523,473,0.6557377049180327,0.20236087689713322,0.5694733003153648,0.20756432402945735,
OPENJPA,6,IBK,SMOTE,NO,SENSITIVE LEARNING,510,424,1200,84,0.5460385438972163,0.8585858585858586,0.8053316415385381,0.5057082393073604,
OPENJPA,7,IBK,SMOTE,NO,SENSITIVE LEARNING,127,143,1804,1347,0.4703703703703704,0.08616010854816825,0.5748190341192204,0.014114172893299179,
OPENJPA,8,IBK,SMOTE,NO,SENSITIVE LEARNING,270,8,834,1258,0.9712230215827338,0.17670157068062828,0.3170535592145353,0.1254082314382222,
OPENJPA,9,IBK,SMOTE,NO,SENSITIVE LEARNING,860,208,818,819,0.8052434456928839,0.5122096486003573,0.6846328397925526,0.2773608969768418,
OPENJPA,10,IBK,SMOTE,NO,SENSITIVE LEARNING,366,1696,1720,1489,0.17749757516973813,0.19730458221024258,0.30134849795160873,-0.29174406899341326,
OPENJPA,11,IBK,SMOTE,NO,SENSITIVE LEARNING,239,334,2258,389,0.41710296684118675,0.38057324840764334,0.6685591260714004,0.26035382642654614,
OPENJPA,12,IBK,SMOTE,NO,SENSITIVE LEARNING,145,41,3006,559,0.7795698924731183,0.2059659090909091,0.6105516417042098,0.2684548880514296,
OPENJPA,13,IBK,SMOTE,NO,SENSITIVE LEARNING,115,34,3163,547,0.7718120805369127,0.17371601208459214,0.6201690690006776,0.2354045682455814,
OPENJPA,14,IBK,SMOTE,NO,SENSITIVE LEARNING,42,1,3132,617,0.9767441860465116,0.0637329286798179,0.47912766686024294,0.10050780905151387,
OPENJPA,15,IBK,SMOTE,NO,SENSITIVE LEARNING,62,2,3184,581,0.96875,0.09642301710730948,0.6388825430855639,0.14953221179983656,
OPENJPA,16,IBK,SMOTE,NO,SENSITIVE LEARNING,91,731,2937,114,0.11070559610705596,0.44390243902439025,0.6625548581003804,0.10104679209273557,
OPENJPA,17,IBK,SMOTE,NO,SENSITIVE LEARNING,0,25,3889,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,NO,BEST FIRST,NO,205,0,678,151,1.0,0.5758426966292135,0.9991713897451194,0.6403387128726556,
OPENJPA,2,RANDOM FOREST,NO,BEST FIRST,NO,355,0,842,28,1.0,0.9268929503916449,0.9904336932455983,0.9457381509839903,
OPENJPA,3,RANDOM FOREST,NO,BEST FIRST,NO,382,0,859,63,1.0,0.8584269662921349,0.9805090842500425,0.8887474472798973,
OPENJPA,4,RANDOM FOREST,NO,BEST FIRST,NO,433,1,918,36,0.9976958525345622,0.9232409381663113,0.9971102825681943,0.9393150192845799,
OPENJPA,5,RANDOM FOREST,NO,BEST FIRST,NO,463,6,1580,130,0.9872068230277186,0.7807757166947723,0.9466011623629184,0.8314181301852704,
OPENJPA,6,RANDOM FOREST,NO,BEST FIRST,NO,580,9,1615,14,0.9847198641765704,0.9764309764309764,0.9967242208621518,0.9734876793118251,
OPENJPA,7,RANDOM FOREST,NO,BEST FIRST,NO,580,14,1933,894,0.9764309764309764,0.39348710990502034,0.520636939967483,0.4165006736149568,
OPENJPA,8,RANDOM FOREST,NO,BEST FIRST,NO,1466,8,834,62,0.994572591587517,0.9594240837696335,0.9932114387335066,0.9364415545805757,
OPENJPA,9,RANDOM FOREST,NO,BEST FIRST,NO,1679,184,842,0,0.9012345679012346,1.0,0.9427418390460302,0.8503167971668096,
OPENJPA,10,RANDOM FOREST,NO,BEST FIRST,NO,1852,2413,1003,3,0.434232121922626,0.9983827493261456,0.962952918563033,0.22516280436643646,
OPENJPA,11,RANDOM FOREST,NO,BEST FIRST,NO,573,1279,1313,55,0.3093952483801296,0.9124203821656051,0.8221702494692145,0.2410126145686677,
OPENJPA,12,RANDOM FOREST,NO,BEST FIRST,NO,607,19,3028,97,0.9696485623003195,0.8622159090909091,0.986526426887848,0.8940659128767386,
OPENJPA,13,RANDOM FOREST,NO,BEST FIRST,NO,637,60,3137,25,0.9139167862266858,0.9622356495468278,0.9894014120110716,0.9240978879583337,
OPENJPA,14,RANDOM FOREST,NO,BEST FIRST,NO,654,3,3130,5,0.9954337899543378,0.992412746585736,0.9964909255674215,0.9926446520248302,
OPENJPA,15,RANDOM FOREST,NO,BEST FIRST,NO,640,15,3171,3,0.9770992366412213,0.995334370139969,0.9977252735773441,0.9833026141358698,
OPENJPA,16,RANDOM FOREST,NO,BEST FIRST,NO,197,445,3223,8,0.3068535825545171,0.9609756097560975,0.9350513338830225,0.41851299097080036,
OPENJPA,17,RANDOM FOREST,NO,BEST FIRST,NO,0,205,3709,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,NO,BEST FIRST,NO,48,9,669,308,0.8421052631578947,0.1348314606741573,0.9505029664247124,0.15184056223444722,
OPENJPA,2,NAIVE BAYES,NO,BEST FIRST,NO,355,0,842,28,1.0,0.9268929503916449,0.9910538752069857,0.9457381509839903,
OPENJPA,3,NAIVE BAYES,NO,BEST FIRST,NO,0,0,859,445,NaN,0.0,0.9825234463904985,0.0,
OPENJPA,4,NAIVE BAYES,NO,BEST FIRST,NO,111,41,878,358,0.7302631578947368,0.23667377398720682,0.8609432241868537,0.23014518218668498,
OPENJPA,5,NAIVE BAYES,NO,BEST FIRST,NO,463,6,1580,130,0.9872068230277186,0.7807757166947723,0.9454395437310872,0.8314181301852704,
OPENJPA,6,NAIVE BAYES,NO,BEST FIRST,NO,0,0,1624,594,NaN,0.0,0.996050923852648,0.0,
OPENJPA,7,NAIVE BAYES,NO,BEST FIRST,NO,138,732,1215,1336,0.15862068965517243,0.09362279511533243,0.3156834541398624,-0.29712962664171155,
OPENJPA,8,NAIVE BAYES,NO,BEST FIRST,NO,1490,824,18,38,0.6439066551426103,0.975130890052356,0.9502637232468195,-0.00441700803753867,
OPENJPA,9,NAIVE BAYES,NO,BEST FIRST,NO,1679,184,842,0,0.9012345679012346,1.0,0.9416473070041924,0.8503167971668096,
OPENJPA,10,NAIVE BAYES,NO,BEST FIRST,NO,1852,2413,1003,3,0.434232121922626,0.9983827493261456,0.9626522879488943,0.22516280436643646,
OPENJPA,11,NAIVE BAYES,NO,BEST FIRST,NO,424,1838,754,204,0.1874447391688771,0.6751592356687898,0.5050605857316978,-0.01709460939423899,
OPENJPA,12,NAIVE BAYES,NO,BEST FIRST,NO,151,98,2949,553,0.606425702811245,0.21448863636363635,0.9032118962019274,0.2426126147641939,
OPENJPA,13,NAIVE BAYES,NO,BEST FIRST,NO,119,132,3065,543,0.47410358565737054,0.1797583081570997,0.9156353624574398,0.18368175175802268,
OPENJPA,14,NAIVE BAYES,NO,BEST FIRST,NO,5,0,3133,654,1.0,0.007587253414264037,0.9968292400589543,0.012475620177294606,
OPENJPA,15,NAIVE BAYES,NO,BEST FIRST,NO,55,154,3032,588,0.2631578947368421,0.08553654743390357,0.9554353758033542,0.05091507228580041,
OPENJPA,16,NAIVE BAYES,NO,BEST FIRST,NO,56,157,3511,149,0.26291079812206575,0.2731707317073171,0.9189722584248743,0.2262011094396391,
OPENJPA,17,NAIVE BAYES,NO,BEST FIRST,NO,0,126,3788,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,NO,BEST FIRST,NO,339,18,660,17,0.9495798319327731,0.952247191011236,0.9594830300619801,0.9250814601973262,
OPENJPA,2,IBK,NO,BEST FIRST,NO,355,0,842,28,1.0,0.9268929503916449,0.9910538752069857,0.9457381509839903,
OPENJPA,3,IBK,NO,BEST FIRST,NO,382,0,859,63,1.0,0.8584269662921349,0.9825234463904985,0.8887474472798973,
OPENJPA,4,IBK,NO,BEST FIRST,NO,451,19,900,18,0.9595744680851064,0.9616204690831557,0.9699346420392984,0.9404548785351873,
OPENJPA,5,IBK,NO,BEST FIRST,NO,463,6,1580,130,0.9872068230277186,0.7807757166947723,0.9454395437310872,0.8314181301852704,
OPENJPA,6,IBK,NO,BEST FIRST,NO,580,9,1615,14,0.9847198641765704,0.9764309764309764,0.996050923852648,0.9734876793118251,
OPENJPA,7,IBK,NO,BEST FIRST,NO,592,530,1417,882,0.5276292335115864,0.4016282225237449,0.551010530761238,0.1332807010618561,
OPENJPA,8,IBK,NO,BEST FIRST,NO,1488,27,815,40,0.9821782178217822,0.9738219895287958,0.9673894118963824,0.9385028291254692,
OPENJPA,9,IBK,NO,BEST FIRST,NO,1679,184,842,0,0.9012345679012346,1.0,0.9416473070041924,0.8503167971668096,
OPENJPA,10,IBK,NO,BEST FIRST,NO,1852,2413,1003,3,0.434232121922626,0.9983827493261456,0.9626522879488943,0.22516280436643646,
OPENJPA,11,IBK,NO,BEST FIRST,NO,606,1463,1129,22,0.29289511841469307,0.964968152866242,0.6941808946685539,0.214269704795326,
OPENJPA,12,IBK,NO,BEST FIRST,NO,636,87,2960,68,0.8796680497925311,0.9034090909090909,0.9314079422382672,0.8658717007179056,
OPENJPA,13,IBK,NO,BEST FIRST,NO,641,117,3080,21,0.8456464379947229,0.9682779456193353,0.9600926378298386,0.8810277852494133,
OPENJPA,14,IBK,NO,BEST FIRST,NO,654,3,3130,5,0.9954337899543378,0.992412746585736,0.996475910894211,0.9926446520248302,
OPENJPA,15,IBK,NO,BEST FIRST,NO,642,16,3170,1,0.9756838905775076,0.9984447900466563,0.9974589939070525,0.9842593391935516,
OPENJPA,16,IBK,NO,BEST FIRST,NO,203,479,3189,2,0.29765395894428154,0.9902439024390244,0.9350686224964758,0.40967306782485574,
OPENJPA,17,IBK,NO,BEST FIRST,NO,0,209,3705,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,678,356,NaN,0.0,0.5,0.0,
OPENJPA,2,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,842,383,NaN,0.0,0.5,0.0,
OPENJPA,3,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,859,445,NaN,0.0,0.5,0.0,
OPENJPA,4,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,919,469,NaN,0.0,0.5,0.0,
OPENJPA,5,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,1586,593,NaN,0.0,0.5,0.0,
OPENJPA,6,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,1624,594,NaN,0.0,0.5,0.0,
OPENJPA,7,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,1947,1474,NaN,0.0,0.5,0.0,
OPENJPA,8,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,842,1528,NaN,0.0,0.5,0.0,
OPENJPA,9,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,11,0,1026,1668,1.0,0.006551518761167362,0.5032757593805837,0.004977823412971409,
OPENJPA,10,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,5,0,3416,1850,1.0,0.0026954177897574125,0.5013477088948787,0.0034908757949252476,
OPENJPA,11,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,2592,628,NaN,0.0,0.5,0.0,
OPENJPA,12,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,3047,704,NaN,0.0,0.5,0.0,
OPENJPA,13,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,3197,662,NaN,0.0,0.5,0.0,
OPENJPA,14,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,3133,659,NaN,0.0,0.5,0.0,
OPENJPA,15,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,3186,643,NaN,0.0,0.5,0.0,
OPENJPA,16,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,3668,205,NaN,0.0,0.5,0.0,
OPENJPA,17,RANDOM FOREST,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,3914,0,NaN,NaN,NaN,1.0,
OPENJPA,1,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,43,8,670,313,0.8431372549019608,0.12078651685393259,0.5544935534122171,0.1368229976646574,
OPENJPA,2,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,842,383,NaN,0.0,0.5,0.0,
OPENJPA,3,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,859,445,NaN,0.0,0.5,0.0,
OPENJPA,4,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,92,29,890,377,0.7603305785123967,0.19616204690831557,0.5823030038676507,0.20114768181315582,
OPENJPA,5,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,1586,593,NaN,0.0,0.5,0.0,
OPENJPA,6,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,1624,594,NaN,0.0,0.5,0.0,
OPENJPA,7,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,114,720,1227,1360,0.1366906474820144,0.0773405698778833,0.3537704390221466,-0.308742483956332,
OPENJPA,8,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,1468,805,37,60,0.645842498900132,0.9607329842931938,0.5023379885836515,0.005834879505276873,
OPENJPA,9,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,1026,1679,NaN,0.0,0.5,0.0,
OPENJPA,10,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,0,0,3416,1855,NaN,0.0,0.5,0.0,
OPENJPA,11,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,253,1030,1562,375,0.19719407638347622,0.4028662420382166,0.50274484941417,0.003934854728298584,
OPENJPA,12,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,120,68,2979,584,0.6382978723404256,0.17045454545454544,0.5740687561535937,0.2062632984420297,
